index,sid,text,polarity,file,text_original
7018,-,مسلما وقتی همچین تبلتی می‌خرید یکی از لذت بخش ترین کارها با آن برای شما می‌تواند گشت و گذار در اینترنت باشد.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,مسلما وقتی همچین تبلتی می‌خرید یکی از لذت بخش ترین کارها با آن برای شما می‌تواند گشت و گذار در اینترنت باشد.
7021,-,ضمنا سامسونگ در Note 8 از سریع‌ترین مرورگر دنیا یعنی کروم استفاده نموده است.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,ضمنا سامسونگ در Note 8 از سریع‌ترین مرورگر دنیا یعنی کروم استفاده نموده است.
7023,-,در سمت چپ رابط کاربری نیز یک منو وجود دارد که با استفاده از آن می‌توان به راحتی به تعدادی از برنامه‌ها دسترسی داشت.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,در سمت چپ رابط کاربری نیز یک منو وجود دارد که با استفاده از آن می‌توان به راحتی به تعدادی از برنامه‌ها دسترسی داشت.
7024,-,اما صفحه کلید مجازی این تبلت نیز بسیار راحت و کاربردیست که تایپ با آن به راحتی صورت می‌پذیرد.,2,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,اما صفحه کلید مجازی این تبلت نیز بسیار راحت و کاربردیست که تایپ با آن به راحتی صورت می‌پذیرد.
7025,-,اما نکته منفی نرم افزار های این تبلت، عدم وجود فوتوشاپ لمسی بر روی این دستگاه است که مشخص نیست چرا سامسونگ بر روی این مدل قرار نداده.,-1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,اما نکته منفی نرم افزار های این تبلت،  عدم وجود فوتوشاپ لمسی بر روی این دستگاه است که مشخص نیست چرا سامسونگ بر روی این مدل قرار نداده.
7026,-,شاید خواسته با این کار کماکان Note 10.1 را خاص نگه دارد.,0,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,شاید خواسته با این کار کماکان Note 10.1 را خاص نگه دارد.
7027,-,در ضمن، با وجود سنسور مادون قرمز و برنامه Smart Remote، می‌توانید از Note 8 به عنوان یک ریموت کنترل نیز استفاده نمایید!,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,در ضمن،  با وجود سنسور مادون قرمز و برنامه Smart Remote،  می‌توانید از Note 8 به عنوان یک ریموت کنترل نیز استفاده نمایید!
7028,-,موزیک پلیر و ویدئو پلیر این دستگاه نیز پلیر استاندارد سامسونگ است که کیفیت متوسطی را داراست و عملکرد قابل قبولی دارد.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,موزیک پلیر و ویدئو پلیر این دستگاه نیز پلیر استاندارد سامسونگ است که کیفیت متوسطی را داراست و عملکرد قابل قبولی دارد.
7030,-,برای علاقه‌مندان به عکاسی دستگاه های به مراتب کوچکتر، سبک‌تر و صد البته با کیفیت‌تری وجود دارد.,0,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,برای علاقه‌مندان به عکاسی دستگاه های به مراتب کوچکتر،  سبک‌تر و صد البته با کیفیت‌تری وجود دارد.
7032,-,Note 8 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.3 مگاپیکسلی در جلو می‌باشد که البته کیفیت فیلم برداری دوربین پشتی HD می‌باشد.,0,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,Note 8 هم دارای یک دوربین اصلی 5 مگاپیکسلی در پشت و یک دوربین 1.3 مگاپیکسلی در جلو می‌باشد که البته کیفیت فیلم برداری دوربین پشتی HD می‌باشد.
7034,-,اما در مورد دوربین اصلی دستگاه باید بگوییم که کیفیت عکس‌های قابل قبولی را ارائه می‌دهد و حتی در مقایسه با دیگر دوربین‌های 5 مگاپیکسلی به کار رفته در گوشی‌های هوشمند و تبلت ها نیز عملکرد مناسب‌تری را از آن شاهد بودیم که می‌توان آن‌را در بین برترین دوربین‌های قرار گرفته بر روی تبلت ها دانست.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,اما در مورد دوربین اصلی دستگاه باید بگوییم که کیفیت عکس‌های قابل قبولی را ارائه می‌دهد و حتی در مقایسه با دیگر دوربین‌های 5 مگاپیکسلی به کار رفته در گوشی‌های هوشمند و تبلت ها نیز عملکرد مناسب‌تری را از آن شاهد بودیم که می‌توان آن‌را در بین برترین دوربین‌های قرار گرفته بر روی تبلت ها دانست.
7035,-,البته در مقایسه با iPad 3 چندان شانسی برای برتری دوربین Note 8 وجود ندارد اما در کل عملکرد دوربین بسیار خوب توصیف می‌شود.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,البته در مقایسه با iPad 3 چندان شانسی برای برتری دوربین Note 8 وجود ندارد اما در کل عملکرد دوربین بسیار خوب توصیف می‌شود.
7036,-,• باتری سامسونگ با قرار دادن یک باتری 4600 میلی آمپری بر روی تبلت جدید خود، خیال کاربران را از جهت شارژ دهی آن تا حدودی راحت نموده است.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,• باتری سامسونگ با قرار دادن یک باتری 4600 میلی آمپری بر روی تبلت جدید خود،  خیال کاربران را از جهت شارژ دهی آن تا حدودی راحت نموده است.
7039,-,رم بسیار بالای آن، قابلیت Multi-tasking ، قدرت بالا در اجرای سنگین‌ترین برنامه های گرافیکی و البته قلم بسیار کاربردی آن.,2,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,رم بسیار بالای آن،  قابلیت Multi-tasking ،  قدرت بالا در اجرای سنگین‌ترین برنامه های گرافیکی و البته قلم بسیار کاربردی آن.
7040,-,این‌ها مواردیست که باعث می‌گردد Note 8 نیز همانند مدل بزرگ‌تر خود یعنی Note 10.1 به یکی از بهترین انتخاب‌ها برای طراحان تبدیل گردد.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,این‌ها مواردیست که باعث می‌گردد Note 8 نیز همانند مدل بزرگ‌تر خود یعنی Note 10.1  به یکی از بهترین انتخاب‌ها برای طراحان تبدیل گردد.
7041,-,البته عدم وجود فتوشاپ بر روی این تبلت یک ایراد برای آن محسوب می‌گردد، اما برنامه های دیگر آن‌را تا حدودی جبران می‌نمایند.,0,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,البته عدم وجود فتوشاپ بر روی این تبلت یک ایراد برای آن محسوب می‌گردد،  اما برنامه های دیگر آن‌را تا حدودی جبران می‌نمایند.
7042,-,مسلما همین امکانات باعث شده که شاهد قیمت بالای این تبلت باشیم، چرا که تبلت هایی مانند Apple iPad mini و یا Asus Nexus 7 قیمتی پایین‌تر از این تبلت را دارند.,0,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,مسلما همین امکانات باعث شده که شاهد قیمت بالای این تبلت باشیم،  چرا که تبلت هایی مانند Apple iPad mini و یا Asus Nexus 7  قیمتی پایین‌تر از این تبلت را دارند.
7043,-,اگر مکالمه با تبلت 8 اینچی برای شما یک مزیت محسوب می‌گردد، و یا اگر به دنبال تبلتی برای انجام کارهای گرافیکی می‌گردید، Samsung Galaxy Note 8 یک انتخاب بسیار خوب برای شماست که مسلما از خرید آن پشیمان نخواهید شد.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml,اگر مکالمه با تبلت 8 اینچی برای شما یک مزیت محسوب می‌گردد،  و یا اگر به دنبال تبلتی برای انجام کارهای گرافیکی می‌گردید،  Samsung Galaxy Note 8 یک انتخاب بسیار خوب برای شماست که مسلما از خرید آن پشیمان نخواهید شد.
7172,-,آنتی‌ویروس پاندا 2013 تنها یک برنامه ضدویروس و ضدبدافزار نیست بلکه حفاظت کامل و همه‌جانبه‌ای را برای اطلاعات و تجهیزات رایانه‌ای شما فراهم می‌آورد.,1,data/extra/Panda Antivirus Pro 2013_Hosseini.xml,آنتی‌ویروس پاندا 2013 تنها یک برنامه ضدویروس و ضدبدافزار نیست بلکه حفاظت کامل و همه‌جانبه‌ای را برای اطلاعات و تجهیزات رایانه‌ای شما فراهم می‌آورد.
7173,-,اولین قابلیت مهم این نرم‌افزار، شناسایی و پیشگیری از نفوذ ویروس‌های بسیار جدید و ثبت نشده، از طریق هوش مصنوعی یا سیستم حفاظت پیشگیرانه می‌باشد.,1,data/extra/Panda Antivirus Pro 2013_Hosseini.xml,اولین قابلیت مهم این نرم‌افزار، شناسایی و پیشگیری از نفوذ ویروس‌های بسیار جدید و ثبت نشده،  از طریق هوش مصنوعی یا سیستم حفاظت پیشگیرانه می‌باشد.
7174,-,هم چنین این برنامه، دارای ابزاری اختصاصی برای حفاظت از اطلاعات شخصی و جلوگیری از جعل اینترنتی هویت شماست، نرم‌افزارهای جدید پاندا، یکی از بهترین روش‌های موجود برای پیشگیری از کلاهبرداری‌های آنلاین حملات هک،‌نفوذهای غیرمجاز و آلودگی‌های ویروسی محسوب می‌شود.,1,data/extra/Panda Antivirus Pro 2013_Hosseini.xml,هم چنین این برنامه،  دارای ابزاری اختصاصی برای حفاظت از اطلاعات شخصی و جلوگیری از جعل اینترنتی هویت شماست،  نرم‌افزارهای جدید پاندا،  یکی از بهترین روش‌های موجود برای پیشگیری از کلاهبرداری‌های آنلاین حملات هک، ‌نفوذهای غیرمجاز و آلودگی‌های ویروسی محسوب می‌شود.
7175,-,آنتی‌ویروس پاندا 2013، ساده‌ترین، سبک‌ترین و هوشمندترین نرم‌افزار امنیتی برای رایانه‌های خانگی و شخصی به حساب می‌آید.,2,data/extra/Panda Antivirus Pro 2013_Hosseini.xml,آنتی‌ویروس پاندا 2013، ساده‌ترین، سبک‌ترین و هوشمندترین نرم‌افزار امنیتی برای رایانه‌های خانگی و شخصی به حساب می‌آید.
7176,-,تکنولوژی هوش امنیتی یکپارچه (Collective Intelligence) پاندا، قدرت دو چندانی به این نرم‌افزار بخشیده که می‌تواند جدیدترین بدافزارهای رایانه‌ای را در مدت زمان بسیار کوتاهی شناسایی، طبقه‌بندی و پاکسازی کند.,2,data/extra/Panda Antivirus Pro 2013_Hosseini.xml,تکنولوژی هوش امنیتی یکپارچه (Collective Intelligence) پاندا،  قدرت دو چندانی به این نرم‌افزار بخشیده که می‌تواند جدیدترین بدافزارهای رایانه‌ای را در مدت زمان بسیار کوتاهی شناسایی،  طبقه‌بندی و پاکسازی کند.
7177,-,دیگر نیازی نیست که شما یک کاربر حرفه‌ای اینترنت باشید تا بتوانید سطح بالایی از امنیت را در رایانه خود ایجاد نمایید، می‌توانید این کار را به پاندا بسپارید.,0,data/extra/Panda Antivirus Pro 2013_Hosseini.xml,دیگر نیازی نیست که شما یک کاربر حرفه‌ای اینترنت باشید تا بتوانید سطح بالایی از امنیت را در رایانه خود ایجاد نمایید،  می‌توانید این کار را به پاندا بسپارید.
7178,-,همانطور که می دانید، کمپانی Sony Ericsson در نهم ژانویه سال جاری میلادی، بطور رسمی نام Ericsson را حذف کرد.,0,data/extra/Sony Xperia Ion_Hosseini.xml,همانطور که می دانید،  کمپانی Sony Ericsson در نهم ژانویه سال جاری میلادی،  بطور رسمی نام Ericsson را حذف کرد.
7179,-,"کمپانی سوئدی اریکسون بیش از یک دهه با کمپانی سونی همکاری کرده بود ولی اریکسون یک مانع بر سر راه سونی برای اجرای برنامه ""4 صفحه"" یا Four-Screen شده بود که بر اساس آن، سونی می خواست یک هماهنگی کلی بین چهار رسته گوشی، تبلت، تلویزیون و کامپیوتر خود، برای افزایش سهم بازار و غلبه بر رغبا، ایجاد کند.",0,data/extra/Sony Xperia Ion_Hosseini.xml,"کمپانی سوئدی اریکسون بیش از یک دهه با کمپانی سونی همکاری کرده بود ولی اریکسون یک مانع بر سر راه سونی برای اجرای برنامه ""4 صفحه"" یا Four-Screen شده بود که بر اساس آن،  سونی می خواست یک هماهنگی کلی بین چهار رسته گوشی،  تبلت،  تلویزیون و کامپیوتر خود،  برای افزایش سهم بازار و غلبه بر رغبا،  ایجاد کند."
7180,-,به همین دلیل سونی در نهایت تصمیم به خرید سهام اریکسون گرفت و با هزینه ای بالغ بر 1.47 میلیارد دلار، برند اریکسون را که بیش از یک دهه یدک می کشید حذف کرد و نام بخش مربوط به موبایل خود را از Sony Ericcson به Sony و بطور کاملتر به Sony Mobile Communications تغییر دارد.,0,data/extra/Sony Xperia Ion_Hosseini.xml,به همین دلیل سونی در نهایت تصمیم به خرید سهام اریکسون گرفت و با هزینه ای بالغ بر 1.47 میلیارد دلار،  برند اریکسون را که بیش از یک دهه یدک می کشید حذف کرد و نام بخش مربوط به موبایل خود را از Sony Ericcson به Sony و بطور کاملتر به Sony Mobile Communications تغییر دارد.
7181,-,Sony امیدوار است با این کار، شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت، کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده، دوباره بازیابد.,0,data/extra/Sony Xperia Ion_Hosseini.xml,Sony امیدوار است با این کار،  شکوه و عظمت خود را در بازار گوشی های تلفن همراه که طی سال های اخیر با روی کار آمدن رقبای سرسخت،  کمرنگ شده بود را با تولید نسل جدیدی از گوشی های تلفن همراه باریک ، سبک ، زیبا و قدرتمنده،  دوباره بازیابد.
7182,-,مدت زمان نسبتا زیادی از زمانی که کمپانی Sony (یا همان Sony Ericsson قدیم) گوشی هوشمند تلفن همراهی وارد بازار کرده است، میگذرد و در این میان سایر رقبا، انواع و اقسام گوشی های دو هسته ای با سخت افزار گوناگون را وارد بازار کرده اند.,0,data/extra/Sony Xperia Ion_Hosseini.xml,مدت زمان نسبتا زیادی از زمانی که کمپانی Sony (یا همان Sony Ericsson قدیم) گوشی هوشمند تلفن همراهی وارد بازار کرده است،  میگذرد و در این میان سایر رقبا،  انواع و اقسام گوشی های دو هسته ای با سخت افزار گوناگون را وارد بازار کرده اند.
7183,-,ولی بالاخره سونی این طلسم را با یک گوشی فوق العاده شکست بطوریکه مطمئنا تمام رقبای خود را شگفت زده کرده است.,1,data/extra/Sony Xperia Ion_Hosseini.xml,ولی بالاخره سونی این طلسم را با یک گوشی فوق العاده شکست بطوریکه مطمئنا تمام رقبای خود را شگفت زده کرده است.
7184,-,Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.,0,data/extra/Sony Xperia Ion_Hosseini.xml,Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.
7185,-,این گوشی، دارای گواهی PlayStation است که مسلما توجه علاقه مندان به بازی ها را به خود جلب خواهد کرد و همچنین سخت افزاری که این گوشی را تغذیه می کند به قدری عالیست که کاربران را متحیر خواهد کرد.,1,data/extra/Sony Xperia Ion_Hosseini.xml,این گوشی،  دارای گواهی PlayStation است که مسلما توجه علاقه مندان به بازی ها را به خود جلب خواهد کرد و همچنین سخت افزاری که این گوشی را تغذیه می کند به قدری عالیست که کاربران را متحیر خواهد کرد.
7186,-,در نگاه اول شباهت های زیادی بین طراحی این گوشی و سری های قبلی Xperia خواهید یافت.,0,data/extra/Sony Xperia Ion_Hosseini.xml,در نگاه اول شباهت های زیادی بین طراحی این گوشی و سری های قبلی Xperia خواهید یافت.
7187,-,بدنه خارجی فلزی آن، کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی، به لطف منحنی موجود در پشت آن و وزن مناسب آن، به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.,2,data/extra/Sony Xperia Ion_Hosseini.xml,بدنه خارجی فلزی آن،  کیفیت ساخت فوق العاده بالای آن را مشخص می کند و حتی با وجود بزرگ بودن گوشی،  به لطف منحنی موجود در پشت آن و وزن مناسب آن،  به راحتی در دست جای میگیرد و حس خوبی را به شما القا می کند.
7188,-,و اما جزئیات.,0,data/extra/Sony Xperia Ion_Hosseini.xml,و اما جزئیات.
7189,-,صفحه نمایش 4.6 اینچی با تکنولوژی های HD Reality و Mobile BRAVIA Engine و رزلوشن 1280x720 که نیاز به هیچگونه تعریفی ندارد!,0,data/extra/Sony Xperia Ion_Hosseini.xml,صفحه نمایش 4.6 اینچی با تکنولوژی های HD Reality و Mobile BRAVIA Engine و رزلوشن 1280x720 که نیاز به هیچگونه تعریفی ندارد!
7190,-,این صفحه نمایش تمامی جزئیات را با دقت فوق العاده بالایی نشان می دهد، رنگ ها بسیار غنی و زنده و روشنایی و زاویه دید این صفحه نمایش بسیار عالی هستند.,2,data/extra/Sony Xperia Ion_Hosseini.xml,این صفحه نمایش تمامی جزئیات را با دقت فوق العاده بالایی نشان می دهد،  رنگ ها بسیار غنی و زنده و روشنایی و زاویه دید این صفحه نمایش بسیار عالی هستند.
7191,-,ولی نقاط قوت Xperia Ion به صفحه نمایش آن ختم نمی شود!,0,data/extra/Sony Xperia Ion_Hosseini.xml,ولی نقاط قوت Xperia Ion به صفحه نمایش آن ختم نمی شود!
7192,-,دوربین 12 مگاپیکسلی با فوکوس خودکار و سنسور Exmor R و قابلیت فیلمبرداری Full HD 1080p، دوربین مکالمه تلفنی و امکانات ارتباطی متنوع که همه اینها توسط پردازنده قدرتمند دو هسته ای Snapdragon با فرکانس 1.5 گیگاهرتز تغذیه می شوند.,1,data/extra/Sony Xperia Ion_Hosseini.xml,دوربین 12 مگاپیکسلی با فوکوس خودکار و سنسور Exmor R و قابلیت فیلمبرداری Full HD 1080p،  دوربین مکالمه تلفنی و امکانات ارتباطی متنوع که همه اینها توسط پردازنده قدرتمند دو هسته ای Snapdragon با فرکانس 1.5 گیگاهرتز تغذیه می شوند.
7193,-,Ion اولین گوشی خانواده Xperia است که از پردازنده دو هسته ای بهره می برد.,0,data/extra/Sony Xperia Ion_Hosseini.xml,Ion اولین گوشی خانواده Xperia است که از پردازنده دو هسته ای بهره می برد.
7194,-,با چنین پردازنده قدرتمندی، اصلا جای تعجب نبود که تجربه کاری فوق العاده روانی حاصل شود.,2,data/extra/Sony Xperia Ion_Hosseini.xml,با چنین پردازنده قدرتمندی،  اصلا جای تعجب نبود که تجربه کاری فوق العاده روانی حاصل شود.
7195,-,شاید اگر سونی به جای اندروید 2.3، از اندروید 4 روی این گوشی بطور پیش فرض استفاده کرده بود، سرعت گوشی حتی بیشتر از این هم بود چون اندروید 4 با پردازنده های چند هسته ای هم خوانی دارد.,0,data/extra/Sony Xperia Ion_Hosseini.xml,شاید اگر سونی به جای اندروید 2.3،  از اندروید 4 روی این گوشی بطور پیش فرض استفاده کرده بود،  سرعت گوشی حتی بیشتر از این هم بود چون اندروید 4 با پردازنده های چند هسته ای هم خوانی دارد.
7196,-,در نهایت Sony Xperia Ion یک غول اندرویدی تمام عیار است که چه در اجرای بازی و چه برای گرفتن عکس و ویدئو، تمام رقیبان خود به هراس واداشته است.,1,data/extra/Sony Xperia Ion_Hosseini.xml,در نهایت Sony Xperia Ion یک غول اندرویدی تمام عیار است که چه در اجرای بازی و چه برای گرفتن عکس و ویدئو،  تمام رقیبان خود به هراس واداشته است.
7488,-,از نظر طراحی، این گوشی تغییرات زیادی نسبت به مدل پیشین خود نداشته است.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,از نظر طراحی،  این گوشی تغییرات زیادی نسبت به مدل پیشین خود نداشته است.
7489,-,سامسونگ Galaxy S II دارای قطری در حدود 8.9 میلی متر است و در ضخیم‌ترین مکان هرگز این قطر از 1 سانتی متر تجاوز نمی‌کند.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,سامسونگ Galaxy S II دارای قطری در حدود 8.9 میلی متر است و در ضخیم‌ترین مکان هرگز این قطر از 1 سانتی متر تجاوز نمی‌کند.
7490,-,با در نظر گرفتن تجهیزات سخت افزاری قدرتمندی که درون بدنه جای گرفته، بدنه‌ی باریک Galaxy S II در نوع خود یک شاهکار مهندسی محسوب می‌شد.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,با در نظر گرفتن تجهیزات سخت افزاری قدرتمندی که درون بدنه جای گرفته،  بدنه‌ی باریک Galaxy S II در نوع خود یک شاهکار مهندسی محسوب می‌شد.
7491,-,به همین دلیل سامسونگ به این طراحی دست نزده و مدل جدید خود را نیز با همان ابعاد ارائه نموده است.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,به همین دلیل سامسونگ به این طراحی دست نزده و مدل جدید خود را نیز با همان ابعاد ارائه نموده است.
7493,-,کاور پشتی این گوشی به نظر از نظر مقاومت در برابر خراش و آسیب‌های احتمالی مقاوم‌تر از کاور پشتی Galaxy S اصلی است.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,کاور پشتی این گوشی به نظر از نظر مقاومت در برابر خراش و آسیب‌های احتمالی مقاوم‌تر از کاور پشتی Galaxy S اصلی است.
7495,-,فریم دور نمایشگر هم کاملا از پلاستیک ساخته شده و این بدنه‌ی پلاستیکی یکی از تفاوت‌های بارز بین این گوشی و گوشی‌های هوشمند ساخت HTC و یا آیفون است.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,فریم دور نمایشگر هم کاملا از پلاستیک ساخته شده و این بدنه‌ی پلاستیکی یکی از تفاوت‌های بارز بین این گوشی و گوشی‌های هوشمند ساخت HTC و یا آیفون است.
7497,-,وقتی این گوشی را برای اولین بار در دست می‌گیرید، انتظار وزنی بیشتر و ساختاری فلزی و مستحکم‌تر را دارید، و ممکن است در وهله اول کمی شما را مایوس کند.,-1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,وقتی این گوشی را برای اولین بار در دست می‌گیرید،  انتظار وزنی بیشتر و ساختاری فلزی و مستحکم‌تر را دارید،  و ممکن است در وهله اول کمی شما را مایوس کند.
7498,-,اما بعد از اینکه مدتی با آن کار می‌کنید، می‌بینید که آن طور هم که قبلا به نظر می‌آمد نیست و حس خوبی با آن خواهید داشت.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,اما بعد از اینکه مدتی با آن کار می‌کنید،  می‌بینید که آن طور هم که قبلا به نظر می‌آمد نیست و حس خوبی با آن خواهید داشت.
7500,-,در قسمت بالای نمایشگر، سنسور سنجش نور محیطی و دوربین جلویی، و در قسمت زیر نمایشگر دو دکمه‌ی لمسی آندرویدی دیده می‌شود.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,در قسمت بالای نمایشگر،  سنسور سنجش نور محیطی و دوربین جلویی،  و در قسمت زیر نمایشگر دو دکمه‌ی لمسی آندرویدی دیده می‌شود.
7502,-,مقاومت آن در برابر جذب اثر انگشت و کثیف شدگی از استاندارد گوشی‌های هم رده بالاتر است.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,مقاومت آن در برابر جذب اثر انگشت و کثیف شدگی از استاندارد گوشی‌های هم رده بالاتر است.
7504,-,جک 3.5 میلی متری هدفون نیز در لبه‌ی بالا و پورت micro USB در لبه‌ی پایینی گوشی جایگذاری شده‌اند.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,جک 3.5 میلی متری هدفون  نیز در لبه‌ی بالا و پورت micro USB در لبه‌ی پایینی گوشی جایگذاری شده‌اند.
7505,-,بنابراین از نظر پورت‌ها و کنترل‌های فیزیکی خیلی خلوت است و حتی دکمه‌ی شاتر دوربین هم وجود ندارد.,-1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,بنابراین از نظر پورت‌ها و کنترل‌های فیزیکی خیلی خلوت است و حتی دکمه‌ی شاتر دوربین هم وجود ندارد.
7506,-,در عوض همه‌ی کنترل‌های لمسی و غیر لمسی ارگونومی بسیار خوبی دارند و عملکردشان کاملا راضی کننده است.,2,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,در عوض همه‌ی کنترل‌های لمسی و غیر لمسی ارگونومی بسیار خوبی دارند و عملکردشان کاملا راضی کننده است.
7507,-,حساسیت لمسی خود نمایشگر هم کاملا عالیست.,2,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,حساسیت لمسی خود نمایشگر هم کاملا عالیست.
7508,-,شاید چنین آرایش دکمه‌ی فیزیکی در کنار دکمه‌ی لمسی در نگاه اول کمی عجیب به نظر برسد ولی پس از مدتی کار کردن با آن متوجه لذت بخشی چنین طراحی می‌شوید.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,شاید چنین آرایش دکمه‌ی فیزیکی در کنار دکمه‌ی لمسی در نگاه اول کمی عجیب به نظر برسد ولی پس از مدتی کار کردن با آن متوجه لذت بخشی چنین طراحی می‌شوید.
7509,-,برای توصیف نمایشگر 4.3 اینچی Galaxy S II از هیچ کلمه‌ای کمتر از شگفت انگیز نمی‌توانیم استفاده کنیم.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,برای توصیف نمایشگر 4.3 اینچی Galaxy S II از هیچ کلمه‌ای کمتر از شگفت انگیز نمی‌توانیم استفاده کنیم.
7512,-,عملکرد در زوایای مختلف نیز بسیار خوب است و در زیر نور مستقیم آفتاب نیز کاملا رضایت بخش ارزیابی می‌گردد.,2,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,عملکرد در زوایای مختلف نیز بسیار خوب است و در زیر نور مستقیم آفتاب نیز کاملا رضایت بخش ارزیابی می‌گردد.
7513,-,رزولوشن این نمایشگر 480×800 پیکسل می‌باشد.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,رزولوشن این نمایشگر 480×800 پیکسل می‌باشد.
7514,-,هرچند که اکنون نمایشگرهایی با رزولوشن 960×540 پیکسل با نام QHD هم در بازار موجود اند که به عنوان مثال یک نمونه از آن بر روی HTC Sensation استفاده شده، ولی کیفیت نمایشگر آن اصلا به پای Galaxy S II نمی‌رسد.,0,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,هرچند که اکنون نمایشگرهایی با رزولوشن 960×540 پیکسل با نام QHD هم در بازار موجود اند که به عنوان مثال یک نمونه از آن بر روی HTC Sensation استفاده شده،  ولی کیفیت نمایشگر آن اصلا به پای Galaxy S II نمی‌رسد.
7516,-,همان طور که گفتیم کیفیت دید از زاویه‌ی آن فوق‌العاده است و با چرخاندن و نگاه کردن از زوایای تند تر هم کیفیت رنگ‌ها تغییر نمی‌کند.,2,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,همان طور که گفتیم کیفیت دید از زاویه‌ی آن فوق‌العاده است و با چرخاندن و نگاه کردن از زوایای تند تر هم کیفیت رنگ‌ها تغییر نمی‌کند.
7518,-,چه با آن به تماشای فیلم بنشینید و چه به مرورگری وب بپردازید نمایشگر 4.3 اینچی Galaxy S II شما را به این فکر می‌اندازد که احتمالا بهترین نمایشگر موجود بر روی تلفن‌های همراه در این حد قیمت را در اختیار دارید.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,چه با آن به تماشای فیلم بنشینید و چه به مرورگری وب بپردازید نمایشگر 4.3 اینچی Galaxy S II شما را به این فکر می‌اندازد که احتمالا بهترین نمایشگر موجود بر روی تلفن‌های همراه در این حد قیمت را در اختیار دارید.
7519,-,هرچند که رزولوشن آن پایین‌تر از نمایشگر Retinaی iPhone 4 است ولی با وجود بزرگ‌تر بودن، کیفیتی تقریبا برابر را ارایه می‌دهد.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,هرچند که رزولوشن آن پایین‌تر از نمایشگر Retinaی iPhone 4 است ولی با وجود بزرگ‌تر بودن،  کیفیتی تقریبا برابر را ارایه می‌دهد.
