index,sid,text,normalized_text,polarity,file
2329,-,در کل،  با قیمت پایین‌تر نسبت به مدل‌های مشابه،  این گوشی یک گوشی مقرون به صرفه با ارزش خرید بالا به شمار می‌آید.,در کل، با قیمت پایین تر نسبت به مدل های مشابه، این گوشی یک گوشی مقرون به صرفه با ارزش خرید بالا به شمار می آید.,2,data/extra/LG Optimus True HD LTE P936_Hosseini.xml
34,rev-35,در کل،  با قیمت پایین‌تر نسبت به مدل‌های مشابه،  این گوشی یک گوشی مقرون به صرفه با ارزش خرید بالا به شمار می‌آید.,در کل، با قیمت پایین تر نسبت به مدل های مشابه، این گوشی یک گوشی مقرون به صرفه با ارزش خرید بالا به شمار می آید.,2,data/main/LG Optimus True HD LTE P936.xml
1221,-,در کل،  تنها تفاوت در چیدمان در مورد خروجی هدفون به چشم می‌خورد که این بار در قسمت پایینی گوشی و در کنار درگاه رعد قرار گرفته است.,در کل، تنها تفاوت در چیدمان در مورد خروجی هدفون به چشم می خورد که این بار در قسمت پایینی گوشی و در کنار درگاه رعد قرار گرفته است.,0,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
6748,-,در کل، تنها تفاوت در چیدمان در مورد خروجی هدفون به چشم می‌خورد که این بار در قسمت پایینی گوشی و در کنار درگاه رعد قرار گرفته است.,در کل، تنها تفاوت در چیدمان در مورد خروجی هدفون به چشم می خورد که این بار در قسمت پایینی گوشی و در کنار درگاه رعد قرار گرفته است.,0,data/extra/Apple iPhone 5 - 64GB.xml
23,rev-24,در کل،  تنها تفاوت در چیدمان در مورد خروجی هدفون به چشم می‌خورد که این بار در قسمت پایینی گوشی و در کنار درگاه رعد قرار گرفته است.,در کل، تنها تفاوت در چیدمان در مورد خروجی هدفون به چشم می خورد که این بار در قسمت پایینی گوشی و در کنار درگاه رعد قرار گرفته است.,0,data/main/Apple iPhone 5 - 16GB.xml
124,-,در کل، عملکرد سخت‌افزاری این گوشی بسیار خوب است و در هنگام مرورگری اینترنت،  بازی و یا حرکت در بین منوها،  کاملاً قدرتمند بودن آن را متوجه خواهید شد.,در کل، عملکرد سخت افزاری این گوشی بسیار خوب است و در هنگام مرورگری اینترنت، بازی و یا حرکت در بین منوها، کاملاً قدرتمند بودن آن را متوجه خواهید شد.,2,data/extra/LG Optimus Vu P895_Hosseini.xml
36,rev-37,در کل، عملکرد سخت‌افزاری این گوشی بسیار خوب است و در هنگام مرورگری اینترنت،  بازی و یا حرکت در بین منوها،  کاملاً قدرتمند بودن آن را متوجه خواهید شد.,در کل، عملکرد سخت افزاری این گوشی بسیار خوب است و در هنگام مرورگری اینترنت، بازی و یا حرکت در بین منوها، کاملاً قدرتمند بودن آن را متوجه خواهید شد.,2,data/main/LG Optimus Vu P895.xml
11265,-,در کل،  می‌توان گفت که این افت کیفیت برای ارزان کردن گوشی ارزشش را دارد،  چرا که عملکرد صفحه نمایش به صورت کلی مناسب است و برای کسانی که خواهان داشتن صفحه نمایش‌های بزرگ هستند،  راضی کننده خواهد بود.,در کل، می توان گفت که این افت کیفیت برای ارزان کردن گوشی ارزشش را دارد، چرا که عملکرد صفحه نمایش به صورت کلی مناسب است و برای کسانی که خواهان داشتن صفحه نمایش های بزرگ هستند، راضی کننده خواهد بود.,1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
22,rev-23,در کل،  می‌توان گفت که این افت کیفیت برای ارزان کردن گوشی ارزشش را دارد،  چرا که عملکرد صفحه نمایش به صورت کلی مناسب است و برای کسانی که خواهان داشتن صفحه نمایش‌های بزرگ هستند،  راضی کننده خواهد بود.,در کل، می توان گفت که این افت کیفیت برای ارزان کردن گوشی ارزشش را دارد، چرا که عملکرد صفحه نمایش به صورت کلی مناسب است و برای کسانی که خواهان داشتن صفحه نمایش های بزرگ هستند، راضی کننده خواهد بود.,1,data/main/Samsung I9082 Galaxy Grand Duos.xml
2324,-,در کل، گوشی Optimus True HD LTE که با نام P936 نیز شناخته می‌شود،  یک گوشی هوشمند قدرتمند از کمپانی ال‌جی است که در بین گوشی‌های برتر دو هسته ای قرار می‌گیرد.,در کل، گوشی Optimus True HD LTE که با نام P936 نیز شناخته می شود، یک گوشی هوشمند قدرتمند از کمپانی ال جی است که در بین گوشی های برتر دو هسته ای قرار می گیرد.,1,data/extra/LG Optimus True HD LTE P936_Hosseini.xml
29,rev-30,در کل، گوشی Optimus True HD LTE که با نام P936 نیز شناخته می‌شود،  یک گوشی هوشمند قدرتمند از کمپانی ال‌جی است که در بین گوشی‌های برتر دو هسته ای قرار می‌گیرد.,در کل، گوشی Optimus True HD LTE که با نام P936 نیز شناخته می شود، یک گوشی هوشمند قدرتمند از کمپانی ال جی است که در بین گوشی های برتر دو هسته ای قرار می گیرد.,1,data/main/LG Optimus True HD LTE P936.xml
3399,-,در کل،  یکی از مواردی که در مورد گوشی‌های رده بالای HTC برای ما عجیب به نظر می‌رسد،  عدم استفاده این کمپانی از صفحه نمایش‌های SuperAMOLED می‌باشد.,در کل، یکی از مواردی که در مورد گوشی های رده بالای HTC برای ما عجیب به نظر می رسد، عدم استفاده این کمپانی از صفحه نمایش های SuperAMOLED می باشد.,0,data/extra/HTC Windows Phone 8X_Hosseini.xml
19,rev-20,در کل،  یکی از مواردی که در مورد گوشی‌های رده بالای HTC برای ما عجیب به نظر می‌رسد،  عدم استفاده این کمپانی از صفحه نمایش‌های SuperAMOLED می‌باشد.,در کل، یکی از مواردی که در مورد گوشی های رده بالای HTC برای ما عجیب به نظر می رسد، عدم استفاده این کمپانی از صفحه نمایش های SuperAMOLED می باشد.,0,data/main/HTC Windows Phone 8X.xml
3431,-,در کنار این دوربین،  یک دوربین 2 مگاپیکسلی جهت انجام مکالمات تصویری نیز در قسمت جلویی این گوشی قرار گرفته است.,در کنار این دوربین، یک دوربین 2 مگاپیکسلی جهت انجام مکالمات تصویری نیز در قسمت جلویی این گوشی قرار گرفته است.,0,data/extra/HTC Windows Phone 8X_Hosseini.xml
51,rev-52,در کنار این دوربین،  یک دوربین 2 مگاپیکسلی جهت انجام مکالمات تصویری نیز در قسمت جلویی این گوشی قرار گرفته است.,در کنار این دوربین، یک دوربین 2 مگاپیکسلی جهت انجام مکالمات تصویری نیز در قسمت جلویی این گوشی قرار گرفته است.,0,data/main/HTC Windows Phone 8X.xml
3424,-,در کنار این دوربین،  یک فلاش LED نیز به ثبت عکس‌های با کیفیت در شرایط نوری نا مناسب کمک خواهد کرد.,در کنار این دوربین، یک فلاش LED نیز به ثبت عکس های با کیفیت در شرایط نوری نا مناسب کمک خواهد کرد.,0,data/extra/HTC Windows Phone 8X_Hosseini.xml
44,rev-45,در کنار این دوربین،  یک فلاش LED نیز به ثبت عکس‌های با کیفیت در شرایط نوری نا مناسب کمک خواهد کرد.,در کنار این دوربین، یک فلاش LED نیز به ثبت عکس های با کیفیت در شرایط نوری نا مناسب کمک خواهد کرد.,0,data/main/HTC Windows Phone 8X.xml
11269,-,در کنار این سخت افزار،  یک گیگابایت حافظه رم نیز به اجرای بهتر دستورات کمک می‌نماید.,در کنار این سخت افزار، یک گیگابایت حافظه رم نیز به اجرای بهتر دستورات کمک می نماید.,1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
26,rev-27,در کنار این سخت افزار،  یک گیگابایت حافظه رم نیز به اجرای بهتر دستورات کمک می‌نماید.,در کنار این سخت افزار، یک گیگابایت حافظه رم نیز به اجرای بهتر دستورات کمک می نماید.,1,data/main/Samsung I9082 Galaxy Grand Duos.xml
10973,-,در کنار این پردازنده،  128 مگابایت رم و 256 مگابایت رام مورد استفاده قرار گرفته‌اند.,در کنار این پردازنده، 128 مگابایت رم و 256 مگابایت رام مورد استفاده قرار گرفته اند.,0,data/extra/Nokia Asha 302_Hosseini.xml
12,rev-13,در کنار این پردازنده،  128 مگابایت رم و 256 مگابایت رام مورد استفاده قرار گرفته‌اند.,در کنار این پردازنده، 128 مگابایت رم و 256 مگابایت رام مورد استفاده قرار گرفته اند.,0,data/main/Nokia Asha 302.xml
5318,-,در کنار اينها مي تواند از لنزهاي G سوني و لنزهاي کارل زايس هم بهره ببرد.,در کنار اینها می تواند از لنزهای G سونی و لنزهای کارل زایس هم بهره ببرد.,1,data/extra/Sony NEX-VG10_Hosseini.xml
4,gr-6-5,در کنار اينها مي تواند از لنزهاي G سوني و لنزهاي کارل زايس هم بهره ببرد.,در کنار اینها می تواند از لنزهای G سونی و لنزهای کارل زایس هم بهره ببرد.,1,data/main/Sony NEX-VG10.xml
10375,-,در کنار تمامي محاسن عالي اين تبلت (پردازش عالي-داغ نکردن-صفحه نمايش عالي-سخت افزار عالي-قيمت مناسب و ..,در کنار تمامی محاسن عالی این تبلت (پردازش عالی-داغ نکردن-صفحه نمایش عالی-سخت افزار عالی-قیمت مناسب و ..,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
2,gr-3-3,در کنار تمامي محاسن عالي اين تبلت (پردازش عالي-داغ نکردن-صفحه نمايش عالي-سخت افزار عالي-قيمت مناسب و ..,در کنار تمامی محاسن عالی این تبلت (پردازش عالی-داغ نکردن-صفحه نمایش عالی-سخت افزار عالی-قیمت مناسب و ..,2,data/main/Asus Google Nexus 7 3G - 32GB.xml
7530,-,در کنار چنان سخت افزار قدرتمندی،  سیستم عامل کاملا حرفه‌ای و جذاب Android 4.1 با واسط کاربری TouchWiz 5.0 قرار دارد.,در کنار چنان سخت افزار قدرتمندی، سیستم عامل کاملا حرفه ای و جذاب Android 4.1 با واسط کاربری TouchWiz 5.0 قرار دارد.,2,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml
42,rev-43,در کنار چنان سخت افزار قدرتمندی،  سیستم عامل کاملا حرفه‌ای و جذاب Android 4.1 با واسط کاربری TouchWiz 5.0 قرار دارد.,در کنار چنان سخت افزار قدرتمندی، سیستم عامل کاملا حرفه ای و جذاب Android 4.1 با واسط کاربری TouchWiz 5.0 قرار دارد.,2,data/main/Samsung Galaxy S II Plus I9105 - 8GB.xml
8110,-,در کنار چنان سخت‌افزار قدرتمندی، سیستم‌عامل کاملاً حرفه‌ای و جذاب Android 2.3 با واسط کاربری TouchWiz 3.0 قرار دارد.,در کنار چنان سخت افزار قدرتمندی، سیستم عامل کاملاً حرفه ای و جذاب Android 2.3 با واسط کاربری TouchWiz 3.0 قرار دارد.,2,data/extra/Samsung Galaxy S II I9100 - 16GB_Hosseini.xml
43,rev-44,در کنار چنان سخت‌افزار قدرتمندی، سیستم‌عامل کاملاً حرفه‌ای و جذاب Android 2.3 با واسط کاربری TouchWiz 3.0 قرار دارد.,در کنار چنان سخت افزار قدرتمندی، سیستم عامل کاملاً حرفه ای و جذاب Android 2.3 با واسط کاربری TouchWiz 3.0 قرار دارد.,2,data/main/Samsung Galaxy S II I9100 - 16GB.xml
8740,-,در کیفیت FastRes 600 این کار 10 ثانیه طول کشید.,در کیفیت FastRes 600 این کار 10 ثانیه طول کشید.,0,data/extra/HP LaserJet P1102_Hosseini.xml
19,rev-20,در کیفیت FastRes 600 این کار 10 ثانیه طول کشید.,در کیفیت FastRes 600 این کار 10 ثانیه طول کشید.,0,data/main/HP LaserJet P1102.xml
9607,-,در یک جمع بندی سریع،  می‌توان گفت که کیفیت بلندگوی های G580 در مقایسه با نوت‌بوک های هم رده،  کمی بهتر است ولی با این وجود،  طرفداران دنیای موسیقی و کسانی که علاقه‌مند به تماشای فیلم با نوت‌بوک خود هستند،  بهتر است که از بلندگوهای خارجی و یا هدفون استفاده کنند.,در یک جمع بندی سریع، می توان گفت که کیفیت بلندگوی های G580 در مقایسه با نوت بوک های هم رده، کمی بهتر است ولی با این وجود، طرفداران دنیای موسیقی و کسانی که علاقه مند به تماشای فیلم با نوت بوک خود هستند، بهتر است که از بلندگوهای خارجی و یا هدفون استفاده کنند.,0,data/extra/IBM Lenovo Essential G580-J_Hosseini.xml
20,rev-21,در یک جمع بندی سریع،  می‌توان گفت که کیفیت بلندگوی های G580 در مقایسه با نوت‌بوک های هم رده،  کمی بهتر است ولی با این وجود،  طرفداران دنیای موسیقی و کسانی که علاقه‌مند به تماشای فیلم با نوت‌بوک خود هستند،  بهتر است که از بلندگوهای خارجی و یا هدفون استفاده کنند.,در یک جمع بندی سریع، می توان گفت که کیفیت بلندگوی های G580 در مقایسه با نوت بوک های هم رده، کمی بهتر است ولی با این وجود، طرفداران دنیای موسیقی و کسانی که علاقه مند به تماشای فیلم با نوت بوک خود هستند، بهتر است که از بلندگوهای خارجی و یا هدفون استفاده کنند.,0,data/main/IBM Lenovo Essential G580-J.xml
10966,-,درب فلزی پشت بدنه گوشی به زیبایی آن افزوده است.,درب فلزی پشت بدنه گوشی به زیبایی آن افزوده است.,1,data/extra/Nokia Asha 302_Hosseini.xml
5,rev-6,درب فلزی پشت بدنه گوشی به زیبایی آن افزوده است.,درب فلزی پشت بدنه گوشی به زیبایی آن افزوده است.,1,data/main/Nokia Asha 302.xml
8104,-,درحقیقت Galaxy S II جزو نخستین گوشی‌های هوشمند با پردازنده‌ی دو هسته‌ای می‌باشد و در ادامه باید منتظر گوشی های بیشتری با چنین پردازنده هایی باشیم.,درحقیقت Galaxy S II جزو نخستین گوشی های هوشمند با پردازنده ی دو هسته ای می باشد و در ادامه باید منتظر گوشی های بیشتری با چنین پردازنده هایی باشیم.,0,data/extra/Samsung Galaxy S II I9100 - 16GB_Hosseini.xml
37,rev-38,درحقیقت Galaxy S II جزو نخستین گوشی‌های هوشمند با پردازنده‌ی دو هسته‌ای می‌باشد و در ادامه باید منتظر گوشی های بیشتری با چنین پردازنده هایی باشیم.,درحقیقت Galaxy S II جزو نخستین گوشی های هوشمند با پردازنده ی دو هسته ای می باشد و در ادامه باید منتظر گوشی های بیشتری با چنین پردازنده هایی باشیم.,0,data/main/Samsung Galaxy S II I9100 - 16GB.xml
2256,-,درست است که بدنه دستگاه فلزی ساخته نشده است ولی به محض اینکه با لپ‌تاپ کار کنید،  متوجه کیفیت ساخت و استحکام بالای دستگاه خواهید شد.,درست است که بدنه دستگاه فلزی ساخته نشده است ولی به محض اینکه با لپ تاپ کار کنید، متوجه کیفیت ساخت و استحکام بالای دستگاه خواهید شد.,1,data/extra/Acer Aspire E1-531-B9602G50Maks_Hosseini.xml
1,rev-2,درست است که بدنه دستگاه فلزی ساخته نشده است ولی به محض اینکه با لپ‌تاپ کار کنید،  متوجه کیفیت ساخت و استحکام بالای دستگاه خواهید شد.,درست است که بدنه دستگاه فلزی ساخته نشده است ولی به محض اینکه با لپ تاپ کار کنید، متوجه کیفیت ساخت و استحکام بالای دستگاه خواهید شد.,1,data/main/Acer Aspire E1-531-B9602G50Maks.xml
1526,-,درست است که چاپگرهای جوهرافشان سرعت چاپ چندان بالایی به نسبت چاپگرهای لیزری ندارند ولی Pixma MX374 در بین پرینترهای جوهرافشان سرعت به نسبت متوسطی دارد.,درست است که چاپگرهای جوهرافشان سرعت چاپ چندان بالایی به نسبت چاپگرهای لیزری ندارند ولی Pixma MX374 در بین پرینترهای جوهرافشان سرعت به نسبت متوسطی دارد.,0,data/extra/Canon Pixma MX374_Hosseini.xml
24,rev-25,درست است که چاپگرهای جوهرافشان سرعت چاپ چندان بالایی به نسبت چاپگرهای لیزری ندارند ولی Pixma MX374 در بین پرینترهای جوهرافشان سرعت به نسبت متوسطی دارد.,درست است که چاپگرهای جوهرافشان سرعت چاپ چندان بالایی به نسبت چاپگرهای لیزری ندارند ولی Pixma MX374 در بین پرینترهای جوهرافشان سرعت به نسبت متوسطی دارد.,0,data/main/Canon Pixma MX374.xml
3300,-,درست همانند 510 HS این دوربین هم توانایی ضبط ویدیویی 1920X1080p Full HD با سرعت 24 فریم بر ثانیه با صدای استریو و فرمت AVI H.,درست همانند 510 HS این دوربین هم توانایی ضبط ویدیویی 1920X1080p Full HD با سرعت 24 فریم بر ثانیه با صدای استریو و فرمت AVI H.,0,data/extra/(Canon IXUS 240 HS (PowerShot ELPH 320 HS_Hosseini.xml
17,rev-18,درست همانند 510 HS این دوربین هم توانایی ضبط ویدیویی 1920X1080p Full HD با سرعت 24 فریم بر ثانیه با صدای استریو و فرمت AVI H.,درست همانند 510 HS این دوربین هم توانایی ضبط ویدیویی 1920X1080p Full HD با سرعت 24 فریم بر ثانیه با صدای استریو و فرمت AVI H.,0,data/main/(Canon IXUS 240 HS (PowerShot ELPH 320 HS.xml
3271,-,درسته منو فارسي نداره ولي حداقل ميتونين مطمئن باشين که يه دوربين ساخت ژاپن خريدين نه ساخت چين.,درسته منو فارسی نداره ولی حداقل میتونین مطمئن باشین که یه دوربین ساخت ژاپن خریدین نه ساخت چین.,1,data/extra/(Canon IXUS 240 HS (PowerShot ELPH 320 HS_Hosseini.xml
4,gr-1-5,درسته منو فارسي نداره ولي حداقل ميتونين مطمئن باشين که يه دوربين ساخت ژاپن خريدين نه ساخت چين.,درسته منو فارسی نداره ولی حداقل میتونین مطمئن باشین که یه دوربین ساخت ژاپن خریدین نه ساخت چین.,1,data/main/(Canon IXUS 240 HS (PowerShot ELPH 320 HS.xml
2645,-,درون این دوربین 32 گیگابایت حافظه ی داخلی وجود دارد که برای 2 ساعت ضبط ویدیویی در بیشترین کیفیت کافی است.,درون این دوربین 32 گیگابایت حافظه ی داخلی وجود دارد که برای 2 ساعت ضبط ویدیویی در بیشترین کیفیت کافی است.,1,data/extra/Sony HDR PJ710v_Hosseini.xml
18,rev-19,درون این دوربین 32 گیگابایت حافظه ی داخلی وجود دارد که برای 2 ساعت ضبط ویدیویی در بیشترین کیفیت کافی است.,درون این دوربین 32 گیگابایت حافظه ی داخلی وجود دارد که برای 2 ساعت ضبط ویدیویی در بیشترین کیفیت کافی است.,1,data/main/Sony HDR PJ710v.xml
5694,-,درون این گوشی یک باتری 1110 میلی‌آمپری جای داده شده که توانایی شارژدهی نسبتاً خوبی را به گوشی ارایه می‌دهد به طوری که می‌تواند تا 7 ساعت زمان مکالمه،  500 ساعت زمان انتظار و 35 ساعت زمان پخش موسیقی را پشتیبانی کند.,درون این گوشی یک باتری 1110 میلی آمپری جای داده شده که توانایی شارژدهی نسبتاً خوبی را به گوشی ارایه می دهد به طوری که می تواند تا 7 ساعت زمان مکالمه، 500 ساعت زمان انتظار و 35 ساعت زمان پخش موسیقی را پشتیبانی کند.,1,data/extra/Nokia 500_Hosseini.xml
21,rev-22,درون این گوشی یک باتری 1110 میلی‌آمپری جای داده شده که توانایی شارژدهی نسبتاً خوبی را به گوشی ارایه می‌دهد به طوری که می‌تواند تا 7 ساعت زمان مکالمه،  500 ساعت زمان انتظار و 35 ساعت زمان پخش موسیقی را پشتیبانی کند.,درون این گوشی یک باتری 1110 میلی آمپری جای داده شده که توانایی شارژدهی نسبتاً خوبی را به گوشی ارایه می دهد به طوری که می تواند تا 7 ساعت زمان مکالمه، 500 ساعت زمان انتظار و 35 ساعت زمان پخش موسیقی را پشتیبانی کند.,1,data/main/Nokia 500.xml
11253,-,درگاه microUSB نیز در قسمت زیرین گوشی جای داده شده است.,درگاه microUSB نیز در قسمت زیرین گوشی جای داده شده است.,0,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml
10,rev-11,درگاه microUSB نیز در قسمت زیرین گوشی جای داده شده است.,درگاه microUSB نیز در قسمت زیرین گوشی جای داده شده است.,0,data/main/Samsung I9082 Galaxy Grand Duos.xml
8748,-,دست کم بر روی عکس باندهای تاریک و روشن دیده نمی شود.,دست کم بر روی عکس باندهای تاریک و روشن دیده نمی شود.,0,data/extra/HP LaserJet P1102_Hosseini.xml
27,rev-28,دست کم بر روی عکس باندهای تاریک و روشن دیده نمی شود.,دست کم بر روی عکس باندهای تاریک و روشن دیده نمی شود.,0,data/main/HP LaserJet P1102.xml
10998,-,دسترسی بیسیم و پخش محتواهای مختلف با قابلیت اشتراک گذاری بیسیم می توانید بیشترین بهره را از محتواها و تجهیزات خود ببرید.,دسترسی بیسیم و پخش محتواهای مختلف با قابلیت اشتراک گذاری بیسیم می توانید بیشترین بهره را از محتواها و تجهیزات خود ببرید.,1,data/extra/Samsung LED 40ES6960_Hosseini.xml
8,rev-9,دسترسی بیسیم و پخش محتواهای مختلف با قابلیت اشتراک گذاری بیسیم می توانید بیشترین بهره را از محتواها و تجهیزات خود ببرید.,دسترسی بیسیم و پخش محتواهای مختلف با قابلیت اشتراک گذاری بیسیم می توانید بیشترین بهره را از محتواها و تجهیزات خود ببرید.,1,data/main/Samsung LED 40ES6960.xml
8731,-,دسترسی نسبتا ساده ای است و در ضمن این تنها کارتریج این دستگاه می‌باشد که توانایی پشتیبانی از چاپ 1600 صفحه پیش از تعویض را هم دارد.,دسترسی نسبتا ساده ای است و در ضمن این تنها کارتریج این دستگاه می باشد که توانایی پشتیبانی از چاپ 1600 صفحه پیش از تعویض را هم دارد.,1,data/extra/HP LaserJet P1102_Hosseini.xml
10,rev-11,دسترسی نسبتا ساده ای است و در ضمن این تنها کارتریج این دستگاه می‌باشد که توانایی پشتیبانی از چاپ 1600 صفحه پیش از تعویض را هم دارد.,دسترسی نسبتا ساده ای است و در ضمن این تنها کارتریج این دستگاه می باشد که توانایی پشتیبانی از چاپ 1600 صفحه پیش از تعویض را هم دارد.,1,data/main/HP LaserJet P1102.xml
2282,-,دسته اول مدل‌هایی که از کارت‌های گرافیک مجزای NVIDIA GeForce سری 600M بهره می‌برند و دسته دوم مدل‌هایی که از پردازنده گرافیکی آنبورد Intel HD 3000 بهره می‌برند.,دسته اول مدل هایی که از کارت های گرافیک مجزای NVIDIA GeForce سری 600M بهره می برند و دسته دوم مدل هایی که از پردازنده گرافیکی آنبورد Intel HD 3000 بهره می برند.,0,data/extra/Acer Aspire E1-531-B9602G50Maks_Hosseini.xml
27,rev-28,دسته اول مدل‌هایی که از کارت‌های گرافیک مجزای NVIDIA GeForce سری 600M بهره می‌برند و دسته دوم مدل‌هایی که از پردازنده گرافیکی آنبورد Intel HD 3000 بهره می‌برند.,دسته اول مدل هایی که از کارت های گرافیک مجزای NVIDIA GeForce سری 600M بهره می برند و دسته دوم مدل هایی که از پردازنده گرافیکی آنبورد Intel HD 3000 بهره می برند.,0,data/main/Acer Aspire E1-531-B9602G50Maks.xml
2698,-,دسته دوم مدل‌های حرفه ای تر هستند که از کارت گرافیک مجزای AMD مدل HD 7650M استفاده می‌کنند که قدرت پردازشی بسیار بالایی دارد.,دسته دوم مدل های حرفه ای تر هستند که از کارت گرافیک مجزای AMD مدل HD 7650M استفاده می کنند که قدرت پردازشی بسیار بالایی دارد.,0,data/extra/HP ProBook 4540s-A_Hosseini.xml
35,rev-36,دسته دوم مدل‌های حرفه ای تر هستند که از کارت گرافیک مجزای AMD مدل HD 7650M استفاده می‌کنند که قدرت پردازشی بسیار بالایی دارد.,دسته دوم مدل های حرفه ای تر هستند که از کارت گرافیک مجزای AMD مدل HD 7650M استفاده می کنند که قدرت پردازشی بسیار بالایی دارد.,0,data/main/HP_ProBook_4540s-A.xml
9042,-,دستگاه بسيار عالي است در ميان رقبا شکي نيست!,دستگاه بسیار عالی است در میان رقبا شکی نیست!,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
0,gr-2-1,دستگاه بسيار عالي است در ميان رقبا شکي نيست!,دستگاه بسیار عالی است در میان رقبا شکی نیست!,2,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
1513,-,دستگاه های چند کاره در بین  این گروه از ماشین‌ها،  بسیار پرطرفدارتر می‌باشد.,دستگاه های چند کاره در بین این گروه از ماشین ها، بسیار پرطرفدارتر می باشد.,1,data/extra/Canon Pixma MX374_Hosseini.xml
11,rev-12,دستگاه های چند کاره در بین  این گروه از ماشین‌ها،  بسیار پرطرفدارتر می‌باشد.,دستگاه های چند کاره در بین این گروه از ماشین ها، بسیار پرطرفدارتر می باشد.,1,data/main/Canon Pixma MX374.xml
3396,-,دقت این صفحه نمایش 1280×720 یا به عبارتی HD می‌باشد.,دقت این صفحه نمایش 1280×720 یا به عبارتی HD می باشد.,0,data/extra/HTC Windows Phone 8X_Hosseini.xml
16,rev-17,دقت این صفحه نمایش 1280×720 یا به عبارتی HD می‌باشد.,دقت این صفحه نمایش 1280×720 یا به عبارتی HD می باشد.,0,data/main/HTC Windows Phone 8X.xml
13096,-,دقت بالای این صفحه نمایش،  زمانی کاملا مشخص می‌شود که به مرورگری اینترنت پرداخته یا فایل‌های متنی را مشاهده کنید.,دقت بالای این صفحه نمایش، زمانی کاملا مشخص می شود که به مرورگری اینترنت پرداخته یا فایل های متنی را مشاهده کنید.,0,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
24,rev-25,دقت بالای این صفحه نمایش،  زمانی کاملا مشخص می‌شود که به مرورگری اینترنت پرداخته یا فایل‌های متنی را مشاهده کنید.,دقت بالای این صفحه نمایش، زمانی کاملا مشخص می شود که به مرورگری اینترنت پرداخته یا فایل های متنی را مشاهده کنید.,0,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
1090,-,دقت صفحه نمایش با توجه به مدل مربوطه متفاوت است ولی همه مدل‌ها از رزولوشن استاندارد و بالایی استفاده می‌کنند.,دقت صفحه نمایش با توجه به مدل مربوطه متفاوت است ولی همه مدل ها از رزولوشن استاندارد و بالایی استفاده می کنند.,1,data/extra/Samsung NP300E5V-A08AE_Hosseini.xml
8,rev-9,دقت صفحه نمایش با توجه به مدل مربوطه متفاوت است ولی همه مدل‌ها از رزولوشن استاندارد و بالایی استفاده می‌کنند.,دقت صفحه نمایش با توجه به مدل مربوطه متفاوت است ولی همه مدل ها از رزولوشن استاندارد و بالایی استفاده می کنند.,1,data/main/Samsung NP300E5V-A08AE.xml
2538,-,دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود،  ولی با 2 مگاپیکسل رزولوشن بیشتر.,دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود، ولی با 2 مگاپیکسل رزولوشن بیشتر.,1,data/extra/Sony Cyber-Shot DSC-HX200V_Hosseini.xml
12,rev-13,دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود،  ولی با 2 مگاپیکسل رزولوشن بیشتر.,دقیقا همان سنسوری که بر روی HX100v هم استفاده شده بود، ولی با 2 مگاپیکسل رزولوشن بیشتر.,1,data/main/Sony Cyber-Shot DSC-HX200V.xml
3337,-,دمای صفحه کلید و قسمت استراحت مچ همواره پایین‌تر از قسمت‌های دیگر بدنه است.,دمای صفحه کلید و قسمت استراحت مچ همواره پایین تر از قسمت های دیگر بدنه است.,1,data/extra/Asus X43SD_Hosseini.xml
7,rev-8,دمای صفحه کلید و قسمت استراحت مچ همواره پایین‌تر از قسمت‌های دیگر بدنه است.,دمای صفحه کلید و قسمت استراحت مچ همواره پایین تر از قسمت های دیگر بدنه است.,1,data/main/Asus X43SD.xml
10779,-,دنیای کنسولهای بازی تا حدی سلیقه ای و مشروط به نوع کاربر است.,دنیای کنسولهای بازی تا حدی سلیقه ای و مشروط به نوع کاربر است.,0,data/extra/Microsoft Xbox 360 Slim 250GB Console with Kinect_Hosseini.xml
20,rev-21,دنیای کنسولهای بازی تا حدی سلیقه ای و مشروط به نوع کاربر است.,دنیای کنسولهای بازی تا حدی سلیقه ای و مشروط به نوع کاربر است.,0,data/main/Microsoft Xbox 360 Slim 250GB Console with Kinect.xml
