index,sid,text,normalized_text,polarity,file
6735,-,در روزگاری که اکثر کمپانی‌ها در تولید گوشی‌های هوشمند خود فقط به فکر بزرگ‌تر کردن صفحه نمایش بدون توجه به افزایش وزن گوشی هستند، اپل دست به یک شگفتی زد و گوشی جدید خود را بزرگ‌تر ولی سبک‌تر تولید نمود.,در روزگاری که اکثر کمپانی ها در تولید گوشی های هوشمند خود فقط به فکر بزرگ تر کردن صفحه نمایش بدون توجه به افزایش وزن گوشی هستند، اپل دست به یک شگفتی زد و گوشی جدید خود را بزرگ تر ولی سبک تر تولید نمود.,2,data/extra/Apple iPhone 5 - 64GB.xml
8972,-,در عين حال به تازگي شاهد ارائه سيستمهاي دربازکن تصويري هوشمند و قفلهاي درب منازل در ايران از سوي سامسونگ بوديم که شما ميتونيد با تکنولوژي NFC ارائه شده در گوشيهاي سامسونگ با بالاترين امنيت تمام منزل رو تحت کنترل داشته باشيد.,در عین حال به تازگی شاهد ارائه سیستمهای دربازکن تصویری هوشمند و قفلهای درب منازل در ایران از سوی سامسونگ بودیم که شما میتونید با تکنولوژی NFC ارائه شده در گوشیهای سامسونگ با بالاترین امنیت تمام منزل رو تحت کنترل داشته باشید.,0,data/extra/Samsung LED 55ES8880.xml
4,gr-5-5,در عين حال به تازگي شاهد ارائه سيستمهاي دربازکن تصويري هوشمند و قفلهاي درب منازل در ايران از سوي سامسونگ بوديم که شما ميتونيد با تکنولوژي NFC ارائه شده در گوشيهاي سامسونگ با بالاترين امنيت تمام منزل رو تحت کنترل داشته باشيد.,در عین حال به تازگی شاهد ارائه سیستمهای دربازکن تصویری هوشمند و قفلهای درب منازل در ایران از سوی سامسونگ بودیم که شما میتونید با تکنولوژی NFC ارائه شده در گوشیهای سامسونگ با بالاترین امنیت تمام منزل رو تحت کنترل داشته باشید.,1,data/main/Samsung LED 55ES8880.xml
0,gr-10-1,در مورد hdmi بايد بگوييم فوجيتسو همراه با تبلت داک چند منظوره اي طراحي کرده که به شما خروجي hdmi و usb و ..,در مورد hdmi باید بگوییم فوجیتسو همراه با تبلت داک چند منظوره ای طراحی کرده که به شما خروجی hdmi و usb و ..,0,data/main/Fujitsu Stylistic M532.xml
6139,-,در مورد hdmi بايد بگوييم فوجيتسو همراه با تبلت داک چند منظوره اي طراحي کرده که به شما خروجي hdmi و usb و ..,در مورد hdmi باید بگوییم فوجیتسو همراه با تبلت داک چند منظوره ای طراحی کرده که به شما خروجی hdmi و usb و ..,1,data/extra/Fujitsu Stylistic M532.xml
1,gr-2-2,در مورد اين گوشي بايد بگم که حرف نداره .,در مورد این گوشی باید بگم که حرف نداره .,1,data/main/HTC One X Plus - 64GB.xml
3683,-,در مورد اين گوشي بايد بگم که حرف نداره .,در مورد این گوشی باید بگم که حرف نداره .,2,data/extra/HTC One X Plus - 64GB.xml
1267,-,در نهایت،  طبق نتایج به دست آمده،  صحت ادعای کمپانی اپل اثبات گردید و مشخص شد که آیفون 5 از نظر سخت افزاری در کل تا دو برابر قوی‌تر از آیفون 4S عمل می‌نماید و بدین ترتیب مجددا گوشی تولیدی کمپانی اپل در صدر قدرتمندترین گوشی‌های بازار از نظر عملکرد سخت افزار می‌ایستد.,در نهایت، طبق نتایج به دست آمده، صحت ادعای کمپانی اپل اثبات گردید و مشخص شد که آیفون 5 از نظر سخت افزاری در کل تا دو برابر قوی تر از آیفون 4S عمل می نماید و بدین ترتیب مجددا گوشی تولیدی کمپانی اپل در صدر قدرتمندترین گوشی های بازار از نظر عملکرد سخت افزار می ایستد.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
69,rev-70,در نهایت،  طبق نتایج به دست آمده،  صحت ادعای کمپانی اپل اثبات گردید و مشخص شد که آیفون 5 از نظر سخت افزاری در کل تا دو برابر قوی‌تر از آیفون 4S عمل می‌نماید و بدین ترتیب مجددا گوشی تولیدی کمپانی اپل در صدر قدرتمندترین گوشی‌های بازار از نظر عملکرد سخت افزار می‌ایستد.,در نهایت، طبق نتایج به دست آمده، صحت ادعای کمپانی اپل اثبات گردید و مشخص شد که آیفون 5 از نظر سخت افزاری در کل تا دو برابر قوی تر از آیفون 4S عمل می نماید و بدین ترتیب مجددا گوشی تولیدی کمپانی اپل در صدر قدرتمندترین گوشی های بازار از نظر عملکرد سخت افزار می ایستد.,1,data/main/Apple iPhone 5 - 16GB.xml
6794,-,در نهایت، طبق نتایج به دست آمده، صحت ادعای کمپانی اپل اثبات گردید و مشخص شد که آیفون 5 از نظر سخت افزاری در کل تا دو برابر قوی‌تر از آیفون 4S عمل می‌نماید و بدین ترتیب مجددا گوشی تولیدی کمپانی اپل در صدر قدرتمندترین گوشی‌های بازار از نظر عملکرد سخت افزار می‌ایستد.,در نهایت، طبق نتایج به دست آمده، صحت ادعای کمپانی اپل اثبات گردید و مشخص شد که آیفون 5 از نظر سخت افزاری در کل تا دو برابر قوی تر از آیفون 4S عمل می نماید و بدین ترتیب مجددا گوشی تولیدی کمپانی اپل در صدر قدرتمندترین گوشی های بازار از نظر عملکرد سخت افزار می ایستد.,2,data/extra/Apple iPhone 5 - 64GB.xml
4,gr-1-5,در کل  بي شک  one x plus ميتونه يه گوشيه جالب و جذابي براي کاربرا باشه.,در کل بی شک one x plus میتونه یه گوشیه جالب و جذابی برای کاربرا باشه.,1,data/main/HTC One X Plus - 64GB.xml
3680,-,در کل  بي شک  one x plus ميتونه يه گوشيه جالب و جذابي براي کاربرا باشه.,در کل بی شک one x plus میتونه یه گوشیه جالب و جذابی برای کاربرا باشه.,2,data/extra/HTC One X Plus - 64GB.xml
3135,-,در کل، اگر از طرفداران ثابت iOS باشید، استفاده از این نسخه چندان شما را شگفت زده نخواهد نمود.,در کل، اگر از طرفداران ثابت iOS باشید، استفاده از این نسخه چندان شما را شگفت زده نخواهد نمود.,-1,data/extra/Apple iPad mini WiFi-16GB.xml
107,rev-108,در کل،  اگر از طرفداران ثابت iOS باشید،  استفاده از این نسخه چندان شما را شگفت زده نخواهد نمود.,در کل، اگر از طرفداران ثابت iOS باشید، استفاده از این نسخه چندان شما را شگفت زده نخواهد نمود.,0,data/main/Apple iPhone 5 - 16GB.xml
6262,-,در کل،  با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده‌ایم،  ولی در مورد این دستگاه برای کسانی که علاقه‌مند به عکاسی نیز هستند،  فوجیتسو شرایطی را فراهم نموده است که کاملا آن‌ها را راضی خواهد نمود.,در کل، با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده ایم، ولی در مورد این دستگاه برای کسانی که علاقه مند به عکاسی نیز هستند، فوجیتسو شرایطی را فراهم نموده است که کاملا آن ها را راضی خواهد نمود.,1,data/extra/Fujitsu Stylistic M532_Hosseini.xml
52,rev-53,در کل،  با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده‌ایم،  ولی در مورد این دستگاه برای کسانی که علاقه‌مند به عکاسی نیز هستند،  فوجیتسو شرایطی را فراهم نموده است که کاملا آن‌ها را راضی خواهد نمود.,در کل، با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده ایم، ولی در مورد این دستگاه برای کسانی که علاقه مند به عکاسی نیز هستند، فوجیتسو شرایطی را فراهم نموده است که کاملا آن ها را راضی خواهد نمود.,1,data/main/Fujitsu Stylistic M532.xml
6201,-,در کل، با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده‌ایم، ولی در مورد این دستگاه برای کسانی که علاقه‌مند به عکاسی نیز هستند، فوجیتسو شرایطی را فراهم نموده است که کاملا آن‌ها را راضی خواهد نمود.,در کل، با اینکه عکاسی با تبلت را همواره جزو موارد غیر ضروری نامیده ایم، ولی در مورد این دستگاه برای کسانی که علاقه مند به عکاسی نیز هستند، فوجیتسو شرایطی را فراهم نموده است که کاملا آن ها را راضی خواهد نمود.,2,data/extra/Fujitsu Stylistic M532.xml
1231,-,در کل،  با دیدن iPhone 5 محو کیفیت و زیبایی آن خواهید شد.,در کل، با دیدن iPhone 5 محو کیفیت و زیبایی آن خواهید شد.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
33,rev-34,در کل،  با دیدن iPhone 5 محو کیفیت و زیبایی آن خواهید شد.,در کل، با دیدن iPhone 5 محو کیفیت و زیبایی آن خواهید شد.,1,data/main/Apple iPhone 5 - 16GB.xml
6758,-,در کل، با دیدن iPhone 5 محو کیفیت و زیبایی آن خواهید شد.,در کل، با دیدن iPhone 5 محو کیفیت و زیبایی آن خواهید شد.,2,data/extra/Apple iPhone 5 - 64GB.xml
11758,-,در يک کلام ، فوق‌العادست.,در یک کلام ، فوق العادست.,1,data/extra/Western Digital Portable My Passport - 1TB.xml
819,-,در يک کلام ، فوق العادست.,در یک کلام ، فوق العادست.,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
0,gr-27-1,در يک کلام ، فوق العادست.,در یک کلام ، فوق العادست.,2,data/main/Western Digital Portable My Passport - 1TB.xml
11307,-,دوربينشم خوبه ولي در فضاي آزاد که نور اندازه باشه عاليه.,دوربینشم خوبه ولی در فضای آزاد که نور اندازه باشه عالیه.,1,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
3,gr-3-4,دوربينشم خوبه ولي در فضاي آزاد که نور اندازه باشه عاليه.,دوربینشم خوبه ولی در فضای آزاد که نور اندازه باشه عالیه.,2,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
10380,-,دوستاني که قصد خريد دارند Nexus 7 Wifi رو تهيه کنند چون Nexus 7 3G با سيم کارت کار نمي کنه !,دوستانی که قصد خرید دارند Nexus 7 Wifi رو تهیه کنند چون Nexus 7 3G با سیم کارت کار نمی کنه !,-2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
0,gr-6-1,دوستاني که قصد خريد دارند Nexus 7 Wifi رو تهيه کنند چون Nexus 7 3G با سيم کارت کار نمي کنه !,دوستانی که قصد خرید دارند Nexus 7 Wifi رو تهیه کنند چون Nexus 7 3G با سیم کارت کار نمی کنه !,-1,data/main/Asus Google Nexus 7 3G - 32GB.xml
8635,-,دوميش اينه که دوربينش عملا به هيچ دردي نميخوره.,دومیش اینه که دوربینش عملا به هیچ دردی نمیخوره.,-2,data/extra/Nokia 500.xml
4,gr-17-5,دوميش اينه که دوربينش عملا به هيچ دردي نميخوره.,دومیش اینه که دوربینش عملا به هیچ دردی نمیخوره.,-1,data/main/Nokia 500.xml
11376,-,ديروز اين دوربينو از ديجي کالا خريدم ،   تا شب فقط داشتم باهاش کار ميکردم و همه جوره امتحانش کردم ،  بايد بگم که بسيار از خريدم راضي هستم چون کيفيت اين دوربين فوق العاده است قبلش با دل چرکيني داشتم ميخريدم چون فکر ميکردم به پاي کانن نرسه!,دیروز این دوربینو از دیجی کالا خریدم ، تا شب فقط داشتم باهاش کار میکردم و همه جوره امتحانش کردم ، باید بگم که بسیار از خریدم راضی هستم چون کیفیت این دوربین فوق العاده است قبلش با دل چرکینی داشتم میخریدم چون فکر میکردم به پای کانن نرسه!,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
0,gr-1-1,ديروز اين دوربينو از ديجي کالا خريدم ،   تا شب فقط داشتم باهاش کار ميکردم و همه جوره امتحانش کردم ،  بايد بگم که بسيار از خريدم راضي هستم چون کيفيت اين دوربين فوق العاده است قبلش با دل چرکيني داشتم ميخريدم چون فکر ميکردم به پاي کانن نرسه!,دیروز این دوربینو از دیجی کالا خریدم ، تا شب فقط داشتم باهاش کار میکردم و همه جوره امتحانش کردم ، باید بگم که بسیار از خریدم راضی هستم چون کیفیت این دوربین فوق العاده است قبلش با دل چرکینی داشتم میخریدم چون فکر میکردم به پای کانن نرسه!,2,data/main/Sony Cyber-Shot DSC-HX10V.xml
8219,-,ديگه تقريبا نميشه روش عيبي گذاشت خيلي بهتر شده واقعا ارزش خريدن داره,دیگه تقریبا نمیشه روش عیبی گذاشت خیلی بهتر شده واقعا ارزش خریدن داره,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-5-1,"ديگه تقريبا نميشه روش عيبي گذاشت
خيلي بهتر شده
واقعا ارزش خريدن داره",دیگه تقریبا نمیشه روش عیبی گذاشت خیلی بهتر شده واقعا ارزش خریدن داره,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
8242,-,روي کاغذ که عالي هست و بي رقيب ولي بايد بياد و ببينيم چطوره.,روی کاغذ که عالی هست و بی رقیب ولی باید بیاد و ببینیم چطوره.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-20-1,روي کاغذ که عالي هست و بي‌رقيب ولي بايد بياد و ببينيم چطوره.,روی کاغذ که عالی هست و بی رقیب ولی باید بیاد و ببینیم چطوره.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
8617,-,زود هنگ ميکنه روشنايي کم و رزولوشن پايين و..,زود هنگ میکنه روشنایی کم و رزولوشن پایین و..,-2,data/extra/Nokia 500.xml
2,gr-9-3,"زود هنگ ميکنه
روشنايي کم و رزولوشن پايين و..",زود هنگ میکنه روشنایی کم و رزولوشن پایین و..,-1,data/main/Nokia 500.xml
1592,-,سلام خدمت همه علاقمندان به عکاسي خوب من مدل f500 اين دوربين رو داشتم که بعد از کلي تحقيق با توجه به قيمت مناسبش خريداري کردم البته اين مدل با مدل قبلي هيچ تفاوتي نداره کيفت عکسهاي تو نور روز تا حدي مي تونه راضي کننده باشه کيفيت فيلم برداريش اصلا خوب نيست صداي زوم لنز خيلي آزار دهنده هست کيفيت بدنه هم اصلا جالب نيست ولي خوب براي ثبت لحظه هاي آماتوري تو نور روز ميشه گفت خوبه تو اين رنج قيمت,سلام خدمت همه علاقمندان به عکاسی خوب من مدل f500 این دوربین رو داشتم که بعد از کلی تحقیق با توجه به قیمت مناسبش خریداری کردم البته این مدل با مدل قبلی هیچ تفاوتی نداره کیفت عکسهای تو نور روز تا حدی می تونه راضی کننده باشه کیفیت فیلم برداریش اصلا خوب نیست صدای زوم لنز خیلی آزار دهنده هست کیفیت بدنه هم اصلا جالب نیست ولی خوب برای ثبت لحظه های آماتوری تو نور روز میشه گفت خوبه تو این رنج قیمت,-1,data/extra/Fujifilm FinePix F660EXR.xml
0,gr-5-1,سلام خدمت همه علاقمندان به عکاسي خوب من مدل f500 اين دوربين رو داشتم که بعد از کلي تحقيق با توجه به قيمت مناسبش خريداري کردم البته اين مدل با مدل قبلي هيچ تفاوتي نداره کيفت عکسهاي تو نور روز تا حدي مي تونه راضي کننده باشه کيفيت فيلم برداريش اصلا خوب نيست صداي زوم لنز خيلي آزار دهنده هست کيفيت بدنه هم اصلا جالب نيست ولي خوب براي ثبت لحظه هاي آماتوري تو نور روز ميشه گفت خوبه تو اين رنج قيمت,سلام خدمت همه علاقمندان به عکاسی خوب من مدل f500 این دوربین رو داشتم که بعد از کلی تحقیق با توجه به قیمت مناسبش خریداری کردم البته این مدل با مدل قبلی هیچ تفاوتی نداره کیفت عکسهای تو نور روز تا حدی می تونه راضی کننده باشه کیفیت فیلم برداریش اصلا خوب نیست صدای زوم لنز خیلی آزار دهنده هست کیفیت بدنه هم اصلا جالب نیست ولی خوب برای ثبت لحظه های آماتوری تو نور روز میشه گفت خوبه تو این رنج قیمت,1,data/main/Fujifilm FinePix F660EXR.xml
3763,-,"سلام دوستان ,  من از اين دوربين  استفاده کردم و فوق العاده هست.","سلام دوستان , من از این دوربین استفاده کردم و فوق العاده هست.",1,data/extra/GoPro HD Helmet Hero.xml
0,gr-1-1,"سلام دوستان ,  من از اين دوربين استفاده کردم و فوق العاده هست.","سلام دوستان , من از این دوربین استفاده کردم و فوق العاده هست.",2,data/main/GoPro HD Helmet Hero.xml
1,gr-11-2,سهامش تو اين 2 هفته مداوم داره بالا و بالاتر ميره و با عرضه اسمارت فون هاي ميان قيمت ويندوزفون بسيار سريعتر رشد ميکنه,سهامش تو این 2 هفته مداوم داره بالا و بالاتر میره و با عرضه اسمارت فون های میان قیمت ویندوزفون بسیار سریعتر رشد میکنه,1,data/main/Nokia Lumia 620.xml
2171,-,سهامش تو اين 2 هفته مداوم داره بالا و بالاتر ميره و با عرضه اسمارت فون هاي ميان قيمت ويندوزفون بسيار سريعتر رشد ميکنه,سهامش تو این 2 هفته مداوم داره بالا و بالاتر میره و با عرضه اسمارت فون های میان قیمت ویندوزفون بسیار سریعتر رشد میکنه,2,data/extra/Nokia Lumia 620.xml
6144,-,شما اگه خوب بهش نگاه کنيد متوجه ميشيد که بيشتر شبيه به يک کتابخوان هستش تا به يک تبلت .,شما اگه خوب بهش نگاه کنید متوجه میشید که بیشتر شبیه به یک کتابخوان هستش تا به یک تبلت .,-1,data/extra/Fujitsu Stylistic M532.xml
2,gr-11-3,شما اگه خوب بهش نگاه کنيد متوجه ميشيد که بيشتر شبيه به يک کتابخوان هستش تا به يک تبلت .,شما اگه خوب بهش نگاه کنید متوجه میشید که بیشتر شبیه به یک کتابخوان هستش تا به یک تبلت .,0,data/main/Fujitsu Stylistic M532.xml
0,gr-7-1,"شما به راحتي ميتونيد در کنار مک ويندوز بريزيد و در کيفيت صفحه رتينا کيفيت واقعي ويندوز رو ببينيد
",شما به راحتی میتونید در کنار مک ویندوز بریزید و در کیفیت صفحه رتینا کیفیت واقعی ویندوز رو ببینید,0,data/main/Apple MacBook Pro With Retina Display-B.xml
2910,-,شما به راحتي ميتونيد در کنار مک ويندوز بريزيد و در کيفيت صفحه رتينا کيفيت واقعي ويندوز رو ببينيد,شما به راحتی میتونید در کنار مک ویندوز بریزید و در کیفیت صفحه رتینا کیفیت واقعی ویندوز رو ببینید,1,data/extra/Apple MacBook Pro With Retina Display-B.xml
6136,-,شما مي‌تونيد با نصب يک اپ،  اين مشکل رو رفع کنيد و اين ربطي به فوجيستو يا اين ديوايس نداره.,شما می تونید با نصب یک اپ، این مشکل رو رفع کنید و این ربطی به فوجیستو یا این دیوایس نداره.,0,data/extra/Fujitsu Stylistic M532.xml
1,gr-8-2,شما مي‌تونيد با نصب يک اپ،  اين مشکل رو رفع کنيد و اين ربطي به فوجيستو يا اين ديوايس نداره.,شما می تونید با نصب یک اپ، این مشکل رو رفع کنید و این ربطی به فوجیستو یا این دیوایس نداره.,1,data/main/Fujitsu Stylistic M532.xml
2904,-,صفحه نمايشش بي نظيره  همين طور گرافيکش اگه پولش را دارين  حتما بگيرينش تا 5سال تو دنيا به نظر من بهترينه,صفحه نمایشش بی نظیره همین طور گرافیکش اگه پولش را دارین حتما بگیرینش تا 5سال تو دنیا به نظر من بهترینه,1,data/extra/Apple MacBook Pro With Retina Display-B.xml
0,gr-1-1,"صفحه نمايشش بي نظيره  همين طور گرافيکش اگه پولش را دارين  حتما بگيرينش
تا 5سال تو دنيا به نظر من بهترينه",صفحه نمایشش بی نظیره همین طور گرافیکش اگه پولش را دارین حتما بگیرینش تا 5سال تو دنیا به نظر من بهترینه,2,data/main/Apple MacBook Pro With Retina Display-B.xml
6097,-,طبق ادعای پاناسونیک،  این چشمی تا سه بار پاسخگویی بالاتری نسبت به چشمی دوربین G5 دارد.,طبق ادعای پاناسونیک، این چشمی تا سه بار پاسخگویی بالاتری نسبت به چشمی دوربین G5 دارد.,0,data/extra/Panasonic Lumix DMC-G6_Hosseini.xml
24,rev-25,طبق ادعای پاناسونیک،  این چشمی تا سه بار پاسخگویی بالاتری نسبت به چشمی دوربین G5 دارد.,طبق ادعای پاناسونیک، این چشمی تا سه بار پاسخگویی بالاتری نسبت به چشمی دوربین G5 دارد.,1,data/main/Panasonic Lumix DMC-G6.xml
1,gr-19-2,عاشق محصولاتشم !,عاشق محصولاتشم !,1,data/main/Asus Google Nexus 7 3G - 32GB.xml
10399,-,عاشق محصولاتشم !,عاشق محصولاتشم !,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
8220,-,عاليست.,عالیست.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-6-1,عاليست.,عالیست.,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
0,gr-6-1,عدم پشتيباني از حافظه جانبي مشکل چندان مهمي نيست و نسبت ساير قابليت ها زياد به چشم نمي ياد.,عدم پشتیبانی از حافظه جانبی مشکل چندان مهمی نیست و نسبت سایر قابلیت ها زیاد به چشم نمی یاد.,0,data/main/Asus PadFone 2 - 16GB.xml
4365,-,عدم پشتيباني از حافظه جانبي مشکل چندان مهمي نيست و نسبت ساير قابليت ها زياد به چشم نمي ياد.,عدم پشتیبانی از حافظه جانبی مشکل چندان مهمی نیست و نسبت سایر قابلیت ها زیاد به چشم نمی یاد.,1,data/extra/Asus PadFone 2 - 16GB.xml
3715,-,فقط اگه کارت حافظه هم پشتيباني کنه اخرشه من که عاشقش شدم خيلي خيلي زيباست با اون کيفيت صفحه بالا قطعا بهترين گوشي دنياست عاشقتم HTC.,فقط اگه کارت حافظه هم پشتیبانی کنه اخرشه من که عاشقش شدم خیلی خیلی زیباست با اون کیفیت صفحه بالا قطعا بهترین گوشی دنیاست عاشقتم HTC.,1,data/extra/HTC One X Plus - 64GB.xml
1,gr-14-2,فقط اگه کارت حافظه هم پشتيباني کنه اخرشه من که عاشقش شدم خيلي خيلي زيباست با اون کيفيت صفحه بالا قطعا بهترين گوشي دنياست عاشقتم HTC.,فقط اگه کارت حافظه هم پشتیبانی کنه اخرشه من که عاشقش شدم خیلی خیلی زیباست با اون کیفیت صفحه بالا قطعا بهترین گوشی دنیاست عاشقتم HTC.,2,data/main/HTC One X Plus - 64GB.xml
11400,-,فقط زومش يک مقدار از HX-100 کمتره.,فقط زومش یک مقدار از HX-100 کمتره.,-1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
3,gr-7-4,فقط زومش يک مقدار از HX-100 کمتره.,فقط زومش یک مقدار از HX-100 کمتره.,0,data/main/Sony Cyber-Shot DSC-HX10V.xml
11751,-,فقط ميتونم بگم فوق‌العاده ست.,فقط میتونم بگم فوق العاده ست.,1,data/extra/Western Digital Portable My Passport - 1TB.xml
812,-,فقط ميتونم بگم فوق العاده ست.,فقط میتونم بگم فوق العاده ست.,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
0,gr-25-1,فقط ميتونم بگم فوق العاده ست.,فقط میتونم بگم فوق العاده ست.,2,data/main/Western Digital Portable My Passport - 1TB.xml
11404,-,فوق العاده است .,فوق العاده است .,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
0,gr-9-1,فوق العاده است .,فوق العاده است .,2,data/main/Sony Cyber-Shot DSC-HX10V.xml
11792,-,فوق‌العاده بود.,فوق العاده بود.,1,data/extra/Western Digital Portable My Passport - 1TB.xml
853,-,فوق العاده بود.,فوق العاده بود.,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
0,gr-42-1,فوق العاده بود.,فوق العاده بود.,2,data/main/Western Digital Portable My Passport - 1TB.xml
0,gr-20-1,فک کنم اپل ديگه به پاي سامسونگ نرسه,فک کنم اپل دیگه به پای سامسونگ نرسه,0,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
11334,-,فک کنم اپل ديگه به پاي سامسونگ نرسه,فک کنم اپل دیگه به پای سامسونگ نرسه,1,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
1597,-,فيلم برداري 320 فريم بر ثانيه اش فوق العادس!,فیلم برداری 320 فریم بر ثانیه اش فوق العادس!,1,data/extra/Fujifilm FinePix F660EXR.xml
4,gr-6-5,فيلم برداري 320 فريم بر ثانيه اش فوق العادس!,فیلم برداری 320 فریم بر ثانیه اش فوق العادس!,2,data/main/Fujifilm FinePix F660EXR.xml
11387,-,فيلم برداري Full HD اين دوربين هم در بالاترين سطح ممکن در بين سري کامپکت ها است و کيفيت بي نظيري داره.,فیلم برداری Full HD این دوربین هم در بالاترین سطح ممکن در بین سری کامپکت ها است و کیفیت بی نظیری داره.,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
2,gr-2-3,فيلم برداري Full HD اين دوربين هم در بالاترين سطح ممکن در بين سري کامپکت ها است و کيفيت بي نظيري داره.,فیلم برداری Full HD این دوربین هم در بالاترین سطح ممکن در بین سری کامپکت ها است و کیفیت بی نظیری داره.,2,data/main/Sony Cyber-Shot DSC-HX10V.xml
2,gr-15-3,لطفاً از جاي معتبر خريد کنيد چون در بازار متقلب خيلي زياده قيمت کم مي گن ولي وقت خريد مجبورتون مي کنن کلي پول اضافه بدين (مثلاً  مي گن بايد راه اندازي بشه والا گارانتي اش با اولين استفاده باطل مي شه که يه دروغ محضه واسه اينکه کلي پول راه اندازي ازتون بگيرن.,لطفاً از جای معتبر خرید کنید چون در بازار متقلب خیلی زیاده قیمت کم می گن ولی وقت خرید مجبورتون می کنن کلی پول اضافه بدین (مثلاً می گن باید راه اندازی بشه والا گارانتی اش با اولین استفاده باطل می شه که یه دروغ محضه واسه اینکه کلی پول راه اندازی ازتون بگیرن.,-1,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
11327,-,لطفاً از جاي معتبر خريد کنيد چون در بازار متقلب خيلي زياده قيمت کم مي گن ولي وقت خريد مجبورتون مي کنن کلي پول اضافه بدين (مثلاً  مي گن بايد راه اندازي بشه والا گارانتي اش با اولين استفاده باطل مي شه که يه دروغ محضه واسه اينکه کلي پول راه اندازي ازتون بگيرن.,لطفاً از جای معتبر خرید کنید چون در بازار متقلب خیلی زیاده قیمت کم می گن ولی وقت خرید مجبورتون می کنن کلی پول اضافه بدین (مثلاً می گن باید راه اندازی بشه والا گارانتی اش با اولین استفاده باطل می شه که یه دروغ محضه واسه اینکه کلی پول راه اندازی ازتون بگیرن.,0,data/extra/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml
8228,-,محشره,محشره,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
1,gr-10-2,محشره,محشره,2,data/main/Samsung Galaxy S III I9305 - 16GB.xml
10396,-,مدل wifi تنها چيزي که کم داشت 3g  بود.,مدل wifi تنها چیزی که کم داشت 3g بود.,-1,data/extra/Asus Google Nexus 7 3G - 32GB.xml
0,gr-18-1,مدل wifi تنها چيزي که کم داشت 3g  بود.,مدل wifi تنها چیزی که کم داشت 3g بود.,0,data/main/Asus Google Nexus 7 3G - 32GB.xml
6148,-,معمولا فوجيتسو  سعي ميکنه از بقيه برند ها ارزونتر باشه ولي بازم بايد صبر کنيم.,معمولا فوجیتسو سعی میکنه از بقیه برند ها ارزونتر باشه ولی بازم باید صبر کنیم.,-1,data/extra/Fujitsu Stylistic M532.xml
0,gr-13-1,معمولا فوجيتسو  سعي ميکنه از بقيه برند ها ارزونتر باشه ولي بازم بايد صبر کنيم.,معمولا فوجیتسو سعی میکنه از بقیه برند ها ارزونتر باشه ولی بازم باید صبر کنیم.,0,data/main/Fujitsu Stylistic M532.xml
33,gr-9-34,ممنون.,ممنون.,0,data/main/LG Optimus Vu P895.xml
5943,-,ممنون.,ممنون.,1,data/extra/Canon EOS 650D Kit EF-18-55 IS.xml
